full_name;age;birthday;birthday_GMT;league;season;position;Current_club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;appearances_home;appearances_away;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;penalty_goals;penalty_misses;clean_sheets_overall;clean_sheets_home;clean_sheets_away;conceded_overall;conceded_home;conceded_away;yellow_cards_overall;red_cards_overall;goals_involved_per_90_overall;assists_per_90.00_overall;goals_per_90.00_overall;goals_per_90.00_home;goals_per_90.00_away;min_per_goal_overall;conceded_per_90.00_overall;min_per_conceded_overall;min_per_match;min_per_card_overall;min_per_assist_overall;cards_per_90.00_overall;rank_in_league_top_attackers;rank_in_league_top_midfielders;rank_in_league_top_defenders;rank_in_club_top_scorer;average_rating_overall;assists_per_game_overall;penalties_won_total_overall;shirt_number;annual_salary_gbp;annual_salary_usd
Jorge Eduardo Reolde Ramirez;31;705308400;8/5/1992;Primera Division;2023;Midfielder;Newell's Old Boys;2106;1185;921;Paraguay;28;15;13;6;3;3;1;0;1;1;0;13;11;2;19;3;16;5;0;0.3;0.04;0.26;0.23;0.29;351;0.81;111;75;421;2106;0.21;60;274;-1;1;6.88;0.04;0;28;0;0
Jorge Emanuel Broun;37;517474800;26/5/1986;Primera Division;2023;Goalkeeper;Rosario Central;2340;1260;1080;Argentina;26;14;12;0;0;0;0;0;0;0;0;12;7;5;23;8;15;3;0;0.00;0.00;0.00;0.00;0.00;0;0.88;102;90;780;0;0.12;477;477;87;23;7.01;0.00;0;1;0;0
Jorge Niilas Figal;29;765360000;3/4/1994;Primera Division;2023;Defender;Boca Juniors;2079;999;1080;Argentina;25;12;13;3;1;2;0;0;0;0;0;10;6;4;18;6;12;8;1;0.13;0.00;0.13;0.09;0.17;693;0.78;116;83;260;0;0.35;155;546;45;7;6.88;0.00;0;4;0;0
Jorge Rodriguez;27;811148400;15/9/1995;Primera Division;2023;Defender;Estudiantes;2493;1230;1263;Argentina;29;14;15;2;1;1;2;1;1;0;0;11;7;4;25;9;16;4;0;0.14;0.07;0.07;0.07;0.07;1247;0.9;100;86;623;1247;0.14;228;195;91;9;7.02;0.07;0;30;0;0
Jorman David ompuzano Puentes;27;830847600;30/4/1996;Primera Division;2023;Midfielder;Boca Juniors;178;132;46;Colombia;3;2;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1.52;59;59;0;0;0.00;-1;-1;-1;16;6.77;0.00;0;49;0;0
Jose Amado Gomez;23;952329600;6/3/2000;Primera Division;2023;Defender;Central Cordoba SdE;513;215;298;Argentina;7;3;4;0;0;0;0;0;0;0;0;1;1;0;9;3;6;0;0;0.00;0.00;0.00;0.00;0.00;0;1.58;57;73;0;0;0.00;509;507;232;19;0.00;0.00;0;36;0;0
Jose Antonio Deveohi;28;805273200;9/7/1995;Primera Division;2023;Goalkeeper;Sarmiento;810;450;360;Argentina;9;5;4;0;0;0;0;0;0;0;0;3;3;0;7;1;6;1;0;0.00;0.00;0.00;0.00;0.00;0;0.78;116;90;810;0;0.11;487;485;44;14;7.10;0.00;0;1;0;0
Jose David Romero;20;1048579200;25/3/2003;Primera Division;2023;Forward;Talleres Cordoba;220;84;136;Argentina;11;4;7;2;1;1;2;0;2;0;0;4;1;3;0;0;0;0;0;1.64;0.82;0.82;1.07;0.66;110;0.00;0;20;0;110;0.00;-1;-1;-1;6;6.71;0.18;0;34;0;0
Jose Ernesto Sosa;38;488012400;19/6/1985;Primera Division;2023;Midfielder;Estudiantes;870;473;397;Argentina;19;9;10;2;2;0;3;3;0;0;0;5;4;1;9;5;4;1;0;0.52;0.31;0.21;0.38;0.00;435;0.93;97;46;870;290;0.1;89;17;-1;6;6.92;0.16;0;7;0;0
Jose Gustavo Sand;43;332665200;17/7/1980;Primera Division;2023;Forward;Lanus;261;132;129;Argentina;13;8;5;2;1;1;0;0;0;2;0;3;2;1;1;1;0;0;0;0.69;0.00;0.69;0.68;0.7;131;0.34;261;20;0;0;0.00;-1;-1;-1;6;6.57;0.00;0;9;0;0
Jose Ignaoo Florentin Bobadilla;27;836550000;5/7/1996;Primera Division;2023;Midfielder;Velez Sarsfield;1594;850;744;Paraguay;22;12;10;1;0;1;0;0;0;0;0;10;8;2;11;4;7;9;1;0.06;0.00;0.06;0.00;0.12;1594;0.62;145;72;177;0;0.51;246;343;-1;12;6.73;0.00;0;7;0;0
Jose Maria onale Dominguez;27;837846000;20/7/1996;Primera Division;2023;Midfielder;Lanus;1324;604;720;Paraguay;15;7;8;1;0;1;2;0;2;0;0;5;3;2;12;3;9;5;2;0.2;0.14;0.07;0.00;0.13;1324;0.82;110;88;221;662;0.41;227;105;-1;11;6.91;0.13;0;13;0;0
Jose Maria Herrera;18;1109059200;22/2/2005;Primera Division;2023;Forward;Argentinos Juniors;304;177;127;Argentina;13;6;7;0;0;0;0;0;0;0;1;7;4;3;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;23;304;0;0.3;465;466;-1;20;0.00;0.00;0;26;0;0
Jose Mauri;27;832230000;16/5/1996;Primera Division;2023;Midfielder;Sarmiento;104;31;73;Italy;2;1;1;0;0;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0.00;0.00;0.00;0.00;0.00;0;1.73;52;52;0;0;0.00;-1;-1;-1;31;6.70;0.00;0;11;0;0
Jose Paradela;24;913708800;15/12/1998;Primera Division;2023;Midfielder;Tigre;1207;399;808;Argentina;23;9;14;2;1;1;1;1;0;0;0;12;5;7;12;3;9;4;1;0.22;0.07;0.15;0.23;0.11;604;0.89;101;52;302;1207;0.3;134;192;-1;4;6.40;0.04;0;26;0;0
Jose Ramiro Funes Mori;32;668160000;5/3/1991;Primera Division;2023;Defender;River Plate;270;90;180;Argentina;3;1;2;0;0;0;0;0;0;0;0;0;0;0;6;1;5;0;0;0.00;0.00;0.00;0.00;0.00;0;2;45;90;0;0;0.00;-1;-1;-1;17;6.67;0.00;0;3;0;0
Juan Andrada;28;789206400;4/1/1995;Primera Division;2023;Midfielder;Godoy Cruz;730;434;296;Argentina;14;9;5;0;0;0;0;0;0;0;0;4;3;1;7;4;3;3;1;0.00;0.00;0.00;0.00;0.00;0;0.86;104;52;183;0;0.49;309;320;-1;24;6.74;0.00;0;30;0;0
Juan Andres Meli;23;967791600;1/9/2000;Primera Division;2023;Midfielder;Central Cordoba SdE;1065;407;658;Argentina;20;9;11;0;0;0;0;0;0;0;0;6;3;3;14;5;9;3;0;0.00;0.00;0.00;0.00;0.00;0;1.18;76;53;355;0;0.25;326;328;-1;15;6.55;0.00;0;21;0;0
Juan Barinaga;22;971161200;10/10/2000;Primera Division;2023;Defender;Belgrano;1520;859;661;Argentina;22;12;10;1;0;1;1;1;0;0;0;10;7;3;16;5;11;2;0;0.12;0.06;0.06;0.00;0.14;1520;0.95;95;69;760;1520;0.12;251;213;115;5;6.22;0.05;0;4;0;0
Juan Bautista Miritello;24;918460800;8/2/1999;Primera Division;2023;Midfielder;Defensa y Justicia;204;68;136;Argentina;15;7;8;3;1;2;0;0;0;1;0;8;4;4;1;1;0;2;0;1.32;0.00;1.32;1.32;1.32;68;0.44;204;14;102;0;0.88;-1;-1;-1;5;5.81;0.00;1;18;0;0
Juan Bisanz;22;998982000;28/8/2001;Primera Division;2023;Midfielder;Banfield;1456;675;781;Argentina;17;8;9;4;2;2;1;0;1;0;0;8;6;2;16;4;12;2;0;0.31;0.06;0.25;0.27;0.23;364;0.99;91;86;728;1456;0.12;71;211;-1;2;0.00;0.00;0;17;0;0
Juan Bizans;22;998982000;28/8/2001;Primera Division;2023;Forward;Banfield;834;444;390;Argentina;12;6;6;2;1;1;0;0;0;2;0;5;4;1;7;3;4;2;0;0.22;0.00;0.22;0.2;0.23;417;0.76;119;70;417;0;0.22;86;381;-1;5;0.00;0.00;0;17;0;0
Juan orlos Gauto;19;1086159600;2/6/2004;Primera Division;2023;Forward;Huracan;1721;828;893;Argentina;24;12;12;1;1;0;4;2;2;0;0;6;4;2;22;9;13;1;0;0.26;0.21;0.05;0.11;0.00;1721;1.15;78;72;1721;430;0.05;263;48;-1;7;6.80;0.17;0;33;0;0
Juan ouz Esquivel;23;966927600;22/8/2000;Primera Division;2023;Midfielder;Tigre;46;30;16;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;23;0;0;0.00;-1;-1;-1;29;6.42;0.00;0;16;0;0
Juan ouz Guasone;22;985680000;27/3/2001;Primera Division;2023;Defender;Estudiantes;398;264;134;Argentina;8;4;4;0;0;0;0;0;0;0;0;3;1;2;7;5;2;2;0;0.00;0.00;0.00;0.00;0.00;0;1.58;57;50;199;0;0.45;451;450;231;23;6.69;0.00;0;18;0;0
Juan ouz Kaprof;28;794995200;12/3/1995;Primera Division;2023;Forward;Sarmiento;328;220;108;Argentina;13;6;7;0;0;0;0;0;0;0;0;4;2;2;2;1;1;2;0;0.00;0.00;0.00;0.00;0.00;0;0.55;164;25;164;0;0.55;532;522;-1;28;6.58;0.00;0;34;0;0
Juan ouz Komar;27;839919600;13/8/1996;Primera Division;2023;Defender;Rosario Central;1169;387;782;Argentina;20;10;10;1;0;1;0;0;0;0;0;9;4;5;12;2;10;2;0;0.08;0.00;0.08;0.00;0.12;1169;0.92;97;58;585;0;0.15;225;478;105;8;6.11;0.00;0;6;0;0
Juan oesta;21;1013241600;9/2/2002;Primera Division;2023;Midfielder;Arsenal de Sarandi;342;209;133;Colombia;8;4;4;0;0;0;0;0;0;0;0;1;1;0;4;2;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.05;86;43;0;0;0.00;406;403;-1;17;0.00;0.00;0;77;0;0
Juan Edgardo Ramirez;30;738313200;25/5/1993;Primera Division;2023;Midfielder;Boca Juniors;629;256;373;Argentina;16;7;9;0;0;0;0;0;0;0;0;8;4;4;3;1;2;1;0;0.00;0.00;0.00;0.00;0.00;0;0.43;210;39;629;0;0.14;557;555;-1;33;5.86;0.00;0;20;0;0
Juan Emanuel Hernandez Rodriguez;25;878198400;30/10/1997;Primera Division;2023;Defender;Sarmiento;922;582;340;Uruguay;15;9;6;0;0;0;1;1;0;0;0;7;5;2;8;2;6;3;0;0.1;0.1;0.00;0.00;0.00;0;0.78;115;61;307;922;0.29;338;155;49;13;6.74;0.07;0;27;0;0
Juan Fernando Garro;30;722592000;24/11/1992;Primera Division;2023;Forward;Huracan;260;63;197;Argentina;9;3;6;1;0;1;0;0;0;0;0;2;0;2;2;0;2;0;0;0.35;0.00;0.35;0.00;0.46;260;0.69;130;29;0;0;0.00;-1;-1;-1;5;6.55;0.00;0;22;0;0
Juan Fernando Quintero Paniagua;30;727344000;18/1/1993;Primera Division;2023;Midfielder;Racing Club;204;71;133;Colombia;3;1;2;2;1;1;1;0;1;0;0;0;0;0;2;0;2;1;0;1.32;0.44;0.88;1.27;0.68;102;0.88;102;68;204;204;0.44;-1;-1;-1;9;7.49;0.33;0;8;0;0
Juan Gabriel Rodriguez;29;762422400;28/2/1994;Primera Division;2023;Defender;Talleres Cordoba;1678;868;810;Argentina;19;10;9;1;1;0;0;0;0;0;0;7;4;3;17;8;9;6;0;0.05;0.00;0.05;0.1;0.00;1678;0.91;99;88;280;0;0.32;273;425;98;8;7.08;0.00;0;6;0;0
Juan Ignaoo ovallaro;29;772786800;28/6/1994;Primera Division;2023;Forward;Arsenal de Sarandi;172;104;68;Argentina;3;2;1;0;0;0;0;0;0;0;0;0;0;0;4;2;2;1;0;0.00;0.00;0.00;0.00;0.00;0;2.09;43;57;172;0;0.52;-1;-1;-1;15;7.09;0.00;0;33;0;0
Juan Ignaoo Diaz;25;896166000;26/5/1998;Primera Division;2023;Defender;Barracas Central;1761;812;949;Argentina;24;11;13;0;0;0;1;0;1;0;0;9;5;4;25;9;16;4;0;0.05;0.05;0.00;0.00;0.00;0;1.28;70;73;440;1761;0.2;542;251;211;31;6.86;0.04;0;14;0;0
Juan Ignaoo Mendez;26;862210800;28/4/1997;Primera Division;2023;Midfielder;Velez Sarsfield;1087;622;465;Argentina;16;8;8;0;0;0;1;1;0;0;0;6;5;1;6;2;4;3;0;0.08;0.08;0.00;0.00;0.00;0;0.5;181;68;362;1087;0.25;303;185;-1;23;6.72;0.06;0;21;0;0
Juan Ignaoo Nardoni;21;1026630000;14/7/2002;Primera Division;2023;Midfielder;Racing Club;1994;1043;951;Argentina;27;14;13;1;1;0;3;0;3;0;0;6;3;3;26;11;15;4;1;0.18;0.14;0.05;0.09;0.00;1994;1.17;77;74;399;665;0.23;267;107;-1;13;6.74;0.11;1;5;0;0
Juan Ignaoo Peinipil;21;1011081600;15/1/2002;Primera Division;2023;Forward;Arsenal de Sarandi;93;26;67;Argentina;9;3;6;0;0;0;0;0;0;0;0;2;1;1;2;0;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.94;47;10;0;0;0.00;-1;-1;-1;18;0.00;0.00;0;21;0;0
Juan Infante;27;821001600;7/1/1996;Primera Division;2023;Defender;Platense;1076;561;515;Argentina;15;8;7;0;0;0;1;1;0;0;0;5;3;2;16;9;7;2;0;0.08;0.08;0.00;0.00;0.00;0;1.34;67;72;538;1076;0.17;571;189;219;29;6.63;0.07;0;3;0;0
Juan Jose oores;23;959842800;1/6/2000;Primera Division;2023;Defender;Lanus;2010;990;1020;Argentina;23;11;12;0;0;0;2;1;1;0;0;7;5;2;19;8;11;6;1;0.09;0.09;0.00;0.00;0.00;0;0.85;106;87;287;1005;0.31;521;176;74;19;7.08;0.09;0;2;0;0
Juan Jose Frani Arrellaga;31;697708800;10/2/1992;Primera Division;2023;Midfielder;Instituto;1130;652;478;Paraguay;15;8;7;0;0;0;0;0;0;0;0;7;4;3;7;3;4;4;0;0.00;0.00;0.00;0.00;0.00;0;0.56;161;75;283;0;0.32;590;557;-1;23;6.85;0.00;0;2;0;0
Juan Ludueña;20;1044950400;11/2/2003;Primera Division;2023;Defender;Union Santa Fe;239;101;138;Argentina;6;3;3;0;0;0;0;0;0;0;0;4;2;2;7;2;5;0;0;0.00;0.00;0.00;0.00;0.00;0;2.64;34;40;0;0;0.00;-1;-1;-1;17;0.00;0.00;0;26;0;0
Juan Manuel Garoa;30;721728000;14/11/1992;Primera Division;2023;Forward;Huracan;519;166;353;Argentina;20;8;12;1;0;1;1;0;1;0;0;5;2;3;7;2;5;2;0;0.35;0.17;0.17;0.00;0.25;519;1.21;74;26;260;519;0.35;116;78;-1;8;6.04;0.05;0;19;0;0
Juan Manuel Insaurralde;38;465634800;3/10/1984;Primera Division;2023;Defender;Sarmiento;2416;1246;1170;Argentina;27;14;13;0;0;0;1;1;0;0;0;12;7;5;21;10;11;6;1;0.04;0.04;0.00;0.00;0.00;0;0.78;115;89;403;2416;0.22;585;268;46;23;6.88;0.04;1;2;0;0
Juan Manuel Sanoez Miño;33;631180800;1/1/1990;Primera Division;2023;Midfielder;Lanus;1440;632;808;Argentina;19;9;10;0;0;0;1;0;1;0;0;7;4;3;10;4;6;5;0;0.06;0.06;0.00;0.00;0.00;0;0.63;144;76;288;1440;0.31;604;218;-1;28;6.84;0.05;0;14;0;0
Juan Pablo olvarez;27;823939200;10/2/1996;Primera Division;2023;Forward;Banfield;1629;814;815;Argentina;22;11;11;2;2;0;1;0;1;0;0;8;4;4;13;7;6;0;0;0.17;0.06;0.11;0.22;0.00;815;0.72;125;74;0;1629;0.00;177;217;-1;7;6.59;0.05;0;22;0;0
Juan Pablo Pignani;22;994057200;2/7/2001;Primera Division;2023;Defender;Platense;217;109;108;Argentina;5;3;2;0;0;0;0;0;0;0;0;0;0;0;7;3;4;0;0;0.00;0.00;0.00;0.00;0.00;0;2.9;31;43;0;0;0.00;-1;-1;-1;28;6.23;0.00;0;24;0;0
Juan Ramon ozares Sevillano;31;702288000;3/4/1992;Primera Division;2023;Midfielder;Independiente;659;234;425;Ecuador;14;5;9;0;0;0;0;0;0;0;0;5;1;4;6;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0;0.82;110;47;0;0;0.00;416;415;-1;30;6.72;0.00;0;11;0;0
Juan Sebastian Sforza;21;1013673600;14/2/2002;Primera Division;2023;Midfielder;Newell's Old Boys;2154;1161;993;Argentina;25;13;12;2;1;1;1;0;1;0;0;14;11;3;15;1;14;9;1;0.13;0.04;0.08;0.08;0.09;1077;0.63;144;86;215;2154;0.42;215;276;-1;6;6.96;0.04;0;13;0;0
Julian Alejo Lopez;23;947318400;8/1/2000;Primera Division;2023;Midfielder;Defensa y Justicia;1841;1001;840;Argentina;24;13;11;0;0;0;0;0;0;0;0;14;8;6;17;9;8;4;0;0.00;0.00;0.00;0.00;0.00;0;0.83;108;77;460;0;0.2;471;480;-1;38;6.66;0.00;0;8;0;0
Julian Antonio oio;25;884678400;13/1/1998;Primera Division;2023;Midfielder;Colon;954;488;466;Argentina;18;10;8;0;0;0;0;0;0;0;0;5;3;2;13;8;5;5;0;0.00;0.00;0.00;0.00;0.00;0;1.23;73;53;191;0;0.47;598;604;-1;30;6.44;0.00;0;27;0;0
Julian Aude;20;1048492800;24/3/2003;Primera Division;2023;Defender;Lanus;145;55;90;Argentina;2;1;1;0;0;0;0;0;0;0;0;1;1;0;2;0;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.24;73;73;0;0;0.00;-1;-1;-1;13;0.00;0.00;0;3;0;0
Julian intrera;20;1052550000;10/5/2003;Primera Division;2023;Forward;Newell's Old Boys;61;43;18;Argentina;4;2;2;0;0;0;0;0;0;0;0;2;1;1;1;0;1;1;0;0.00;0.00;0.00;0.00;0.00;0;1.48;61;15;61;0;1.48;-1;-1;-1;18;0.00;0.00;0;49;0;0
Julian Eseiza;21;1013846400;16/2/2002;Primera Division;2023;Forward;Godoy Cruz;161;97;64;Argentina;10;6;4;1;0;1;0;0;0;0;0;3;3;0;1;0;1;1;0;0.56;0.00;0.56;0.00;1.41;161;0.56;161;16;161;0;0.56;-1;-1;-1;13;0.00;0.00;0;28;0;0
Julian Fernandez;19;1073116800;3/1/2004;Primera Division;2023;Forward;Velez Sarsfield;631;258;373;Argentina;20;9;11;3;1;2;0;0;0;0;0;5;3;2;8;5;3;1;0;0.43;0.00;0.43;0.35;0.48;210;1.14;79;32;631;0;0.14;22;356;-1;3;5.67;0.00;0;18;0;0
Julian Malatini;22;991292400;31/5/2001;Primera Division;2023;Defender;Defensa y Justicia;1079;653;426;Argentina;19;10;9;0;0;0;0;0;0;0;0;11;6;5;10;5;5;4;0;0.00;0.00;0.00;0.00;0.00;0;0.83;108;57;270;0;0.33;507;495;67;35;6.74;0.00;0;2;0;0
Julian Navas;29;754646400;30/11/1993;Primera Division;2023;Defender;Central Cordoba SdE;385;191;194;Argentina;8;5;3;0;0;0;0;0;0;0;0;3;2;1;5;2;3;3;0;0.00;0.00;0.00;0.00;0.00;0;1.17;77;48;128;0;0.7;508;457;188;24;6.55;0.00;0;4;0;0
Julian Rodrigo Fernandez;28;795859200;22/3/1995;Primera Division;2023;Midfielder;Lanus;1097;463;634;Argentina;24;13;11;0;0;0;0;0;0;0;0;9;6;3;9;2;7;3;0;0.00;0.00;0.00;0.00;0.00;0;0.74;122;46;366;0;0.25;600;593;-1;20;6.35;0.00;0;40;0;0
Julian Viollaz;21;1029135600;12/8/2002;Primera Division;2023;Forward;Barracas Central;41;41;0;Argentina;3;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;14;0;0;0.00;-1;-1;-1;27;0.00;0.00;0;32;0;0
Julio Alberto Buffarini;35;587890800;18/8/1988;Primera Division;2023;Midfielder;Talleres Cordoba;150;60;90;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0.00;0.00;0.00;0.00;0.00;0;1.2;75;75;150;0;0.6;-1;-1;-1;22;6.61;0.00;0;8;0;0
Julio osar Soler Barreto;18;1108540800;16/2/2005;Primera Division;2023;Defender;Lanus;208;118;90;Argentina;3;2;1;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0.00;0.00;0.00;0.00;0.00;0;0.87;104;69;0;0;0.00;-1;-1;-1;21;0.00;0.00;0;22;0;0
Junior Osvaldo Marabel Jara;25;890899200;26/3/1998;Primera Division;2023;Forward;Union Santa Fe;576;354;222;Paraguay;18;8;10;0;0;0;0;0;0;0;0;8;3;5;7;5;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.09;82;32;0;0;0.00;363;362;-1;24;6.12;0.00;0;9;0;0
Justo Giani;24;923468400;7/4/1999;Primera Division;2023;Midfielder;Atletico Tucuman;156;35;121;Argentina;7;3;4;0;0;0;1;0;1;0;0;3;2;1;0;0;0;1;0;0.58;0.58;0.00;0.00;0.00;0;0.00;0;22;156;156;0.58;-1;-1;-1;27;4.94;0.14;0;17;0;0
Kevin Andres Mantilla omargo;20;1053586800;22/5/2003;Primera Division;2023;Midfielder;Talleres Cordoba;90;0;90;Colombia;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;90;90;0;1;-1;-1;-1;18;0.00;0.00;0;5;0;0
Kevin Andres Zenon;22;996476400;30/7/2001;Primera Division;2023;Midfielder;Union Santa Fe;1775;902;873;Argentina;24;12;12;2;1;1;1;0;1;0;0;9;5;4;19;8;11;2;0;0.15;0.05;0.1;0.1;0.1;888;0.96;93;74;888;1775;0.1;196;245;-1;5;7.06;0.04;0;34;0;0
Kevin Isa;22;987577200;18/4/2001;Primera Division;2023;Forward;Atletico Tucuman;0;0;0;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;-1;-1;-1;-1;0.00;0.00;0;29;0;0
Kevin Isaias Silva;20;1050476400;16/4/2003;Primera Division;2023;Defender;Rosario Central;18;18;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;18;0;0;0.00;-1;-1;-1;24;0.00;0.00;0;37;0;0
Kevin MaoAllister;25;878889600;7/11/1997;Primera Division;2023;Defender;Argentinos Juniors;1730;777;953;Argentina;20;9;11;4;2;2;0;0;0;0;0;8;4;4;12;4;8;6;1;0.21;0.00;0.21;0.23;0.19;433;0.62;144;87;247;0;0.36;88;471;19;5;7.21;0.00;0;4;0;0
Kevin Stiven Quejada Lasso;20;1034665200;15/10/2002;Primera Division;2023;Forward;Barracas Central;36;12;24;Colombia;3;2;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;12;0;0;0.00;-1;-1;-1;19;6.65;0.00;0;8;0;0
Laurtaro Giaone;22;981014400;1/2/2001;Primera Division;2023;Midfielder;Rosario Central;1332;805;527;Argentina;22;11;11;4;4;0;5;4;1;0;0;9;4;5;11;6;5;1;0;0.61;0.34;0.27;0.45;0.00;333;0.74;121;61;1332;266;0.07;57;8;-1;4;0.00;0.00;0;22;0;0
Lautaro orato;22;969433200;20/9/2000;Primera Division;2023;Forward;Sarmiento;34;13;21;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;17;0;0;0.00;-1;-1;-1;19;0.00;0.00;0;35;0;0
Lautaro Fedele;22;995094000;14/7/2001;Primera Division;2023;Forward;Defensa y Justicia;11;0;11;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;11;0;0;0.00;-1;-1;-1;27;6.20;0.00;0;28;0;0
Lautaro German Aista;35;574329600;14/3/1988;Primera Division;2023;Forward;Lanus;983;500;483;Argentina;21;10;11;0;0;0;0;0;0;0;0;6;4;2;13;4;9;2;0;0.00;0.00;0.00;0.00;0.00;0;1.19;76;47;492;0;0.18;602;595;-1;26;6.35;0.00;2;7;0;0
Lautaro Gianetti;29;753177600;13/11/1993;Primera Division;2023;Defender;Velez Sarsfield;1980;1080;900;Argentina;22;12;10;1;1;0;2;2;0;0;0;7;6;1;19;8;11;8;0;0.14;0.09;0.05;0.08;0.00;1980;0.86;104;90;248;990;0.36;278;180;83;11;7.25;0.09;0;17;0;0
Lautaro Montoya;28;781513200;7/10/1994;Primera Division;2023;Defender;Tigre;764;435;329;Argentina;12;7;5;0;0;0;0;0;0;0;0;2;1;1;8;5;3;3;1;0.00;0.00;0.00;0.00;0.00;0;0.94;96;64;255;0;0.35;442;441;111;19;5.92;0.00;0;13;0;0
Lautaro Morales;23;945331200;16/12/1999;Primera Division;2023;Goalkeeper;Talleres Cordoba;803;443;360;Argentina;9;5;4;0;0;0;0;0;0;0;0;2;1;1;8;4;4;1;1;0.00;0.00;0.00;0.00;0.00;0;0.9;100;89;402;0;0.22;605;586;90;23;6.53;0.00;0;17;0;0
Lautaro Niilas Rios;22;971074800;9/10/2000;Primera Division;2023;Midfielder;Banfield;155;108;47;Argentina;9;5;4;0;0;0;0;0;0;0;0;3;3;0;4;2;2;1;0;0.00;0.00;0.00;0.00;0.00;0;2.32;39;17;155;0;0.58;-1;-1;-1;24;7.54;0.00;0;15;0;0
Lautaro Tomas Esolante;24;930898800;2/7/1999;Primera Division;2023;Midfielder;Defensa y Justicia;689;390;299;Argentina;21;12;9;0;0;0;1;1;0;0;0;13;7;6;4;2;2;5;1;0.13;0.13;0.00;0.00;0.00;0;0.52;172;33;138;689;0.65;506;115;-1;33;5.95;0.05;0;15;0;0
Lautaro Valentin Vargas;18;1107244800;1/2/2005;Primera Division;2023;Defender;Defensa y Justicia;11;0;11;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;11;11;0;8.18;-1;-1;-1;24;0.00;0.00;0;49;0;0
Leandro Alberto ooloni;28;798534000;22/4/1995;Primera Division;2023;Midfielder;Central Cordoba SdE;63;54;9;Argentina;4;3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;1.43;63;16;0;0;0.00;-1;-1;-1;26;6.70;0.00;0;7;0;0
Leandro Gonzalez Pirez;31;699091200;26/2/1992;Primera Division;2023;Defender;River Plate;1769;959;810;Argentina;20;11;9;1;0;1;1;1;0;0;0;13;7;6;9;4;5;3;0;0.1;0.05;0.05;0.00;0.11;1769;0.46;197;88;590;1769;0.15;262;230;5;11;7.38;0.05;0;14;0;0
Leandro IsaaoMaoel;27;820224000;29/12/1995;Primera Division;2023;Midfielder;Central Cordoba SdE;1806;877;929;Argentina;26;12;14;4;2;2;1;0;1;0;0;8;6;2;22;6;16;2;0;0.25;0.05;0.2;0.21;0.19;452;1.1;82;69;903;1806;0.1;95;232;-1;2;6.85;0.04;0;25;0;0
Leandro Mamut;19;1072857600;31/12/2003;Primera Division;2023;Midfielder;Gimnasia La Plata;314;167;147;Argentina;12;6;6;0;0;0;0;0;0;0;0;6;4;2;2;2;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.57;157;26;314;0;0.29;306;304;-1;21;0.00;0.00;0;34;0;0
Leandro Niilas intin;27;818323200;7/12/1995;Primera Division;2023;Forward;Gimnasia La Plata;213;81;132;Argentina;6;2;4;1;1;0;0;0;0;0;0;1;1;0;2;0;2;0;0;0.42;0.00;0.42;1.11;0.00;213;0.85;107;36;0;0;0.00;-1;-1;-1;8;6.71;0.00;0;9;0;0
